V12 Ciclista traumatizado em colisão com um veículo a motor de du,,–,–,–,–,–,–,–,–,–,–,–,–
"V13 Ciclista traumatizado em colisão com um automóvel, ""pick up""",,–,–,–,–,–,–,–,–,–,–,–,–
V14,Ciclista traumatizado em colisão com um veículo de transporte,–,–,–,–,–,–,–,–,–,–,–,–
V15,Ciclista traumatizado em colisão com um trem ou um veículo fe,–,–,–,–,–,–,–,–,–,–,–,–
V16,Ciclista traumatizado em colisão com outro veículo não-motoriz,–,–,–,–,–,–,–,–,–,–,–,–
V17,Ciclista traumatizado em colisão com um objeto fixo ou parado,–,–,–,–,–,–,–,–,–,–,–,–
V18,Ciclista traumatizado em um acidente de transporte sem colisã,–,–,–,–,–,–,–,–,–,–,–,–
V19,Ciclista traumatizado em outros acidentes de transporte e em a,–,–,–,–,–,–,–,–,–,–,–,–
V20-V29,Motociclista traumatizado em um acidente de transporte,–,–,–,–,–,–,–,–,–,–,–,–
V20,Motociclista traumatizado em colisão com um pedestre ou um,–,–,–,–,–,–,–,–,–,–,–,–
V21,Motociclista traumatizado em colisão com um veículo a pedal,–,–,–,–,–,–,–,–,–,–,–,–
V22,Motociclista traumatizado em colisão com um veículo a motor d,–,–,–,–,–,–,–,–,–,–,–,–
V23,Motociclista traumatizado em colisão com um automóvel [carro,–,–,–,–,–,–,–,–,–,–,–,–
V24,Motociclista traumatizado em colisão com um veículo de transp,–,–,–,–,–,–,–,–,–,–,–,–
V25,Motorista traumatizado em colisão com um trem ou um veículo,–,–,–,–,–,–,–,–,–,–,–,–
V26,Motociclista traumatizado em colisão com outro veículo não-m,–,–,–,–,–,–,–,–,–,–,–,–
V27,Motociclista traumatizado em colisão com um objeto fixo ou pa,–,–,–,–,–,–,–,–,–,–,–,–
V28,Motociclista traumatizado em um acidente de transporte sem c,–,–,–,–,–,–,–,–,–,–,–,–
V29,Motociclista traumatizado em outros acidentes de transporte e,–,–,–,–,–,–,–,–,–,–,–,–
V30-V39,Ocupante de triciclo motorizado traumatizado em um acide,–,–,–,–,–,–,–,–,–,–,–,–
V30,Ocupante de um triciclo motorizado traumatizado em colisão c,–,–,–,–,–,–,–,–,–,–,–,–
V31,Ocupante de um triciclo motorizado traumatizado em colisão c,–,–,–,–,–,–,–,–,–,–,–,–
V32,Ocupante de um triciclo motorizado traumatizado em colisão c,–,–,–,–,–,–,–,–,–,–,–,–
V33,Ocupante de um triciclo motorizado traumatizado em colisão c,–,–,–,–,–,–,–,–,–,–,–,–
V34,Ocupante de um triciclo motorizado traumatizado em colisão c,–,–,–,–,–,–,–,–,–,–,–,–
V35,Ocupante de um triciclo motorizado traumatizado em colisão c,–,–,–,–,–,–,–,–,–,–,–,–
V36,Ocupante de um triciclo motorizado traumatizado em colisão c,–,–,–,–,–,–,–,–,–,–,–,–
V37,Ocupante de um triciclo motorizado traumatizado em colisão c,–,–,–,–,–,–,–,–,–,–,–,–
V38,Ocupante de um triciclo motorizado traumatizado em um acide,–,–,–,–,–,–,–,–,–,–,–,–
V39,Ocupante de um triciclo motorizado traumatizado em outros ac,–,–,–,–,–,–,–,–,–,–,–,–
V40-V49,Ocupante de um automóvel traumatizado em um acidente,–,–,–,–,–,–,–,–,–,–,–,–
V40,Ocupante de um automóvel [carro] traumatizado em colisão co,–,–,–,–,–,–,–,–,–,–,–,–
V41,Ocupante de um automóvel [carro] traumatizado em colisão co,–,–,–,–,–,–,–,–,–,–,–,–
V42,Ocupante de um automóvel [carro] traumatizado em colisão co,–,–,–,–,–,–,–,–,–,–,–,–
V43,Ocupante de um automóvel [carro] traumatizado em colisão co,–,–,–,–,–,–,–,–,–,–,–,–
V44,Ocupante de um automóvel [carro] traumatizado em colisão co,–,–,–,–,–,–,–,–,–,–,–,–
V45,Ocupante de um automóvel [carro] traumatizado em colisão co,–,–,–,–,–,–,–,–,–,–,–,–
V46,Ocupante de um automóvel [carro] traumatizado em colisão co,–,–,–,–,–,–,–,–,–,–,–,–
V47,Ocupante de um automóvel [carro] traumatizado em colisão co,–,–,–,–,–,–,–,–,–,–,–,–
V48,Ocupante de um automóvel [carro] traumatizado em um aciden,–,–,–,–,–,–,–,–,–,–,–,–
V49,Ocupante de um automóvel [carro] traumatizado em outro acid,–,–,–,–,–,–,–,–,–,–,–,–
V50-V59,Ocupante de uma caminhonete traumatizado em um acide,–,–,–,–,–,–,–,–,–,–,–,–
V50,Ocupante de uma caminhonete traumatizado em colisão com u,–,–,–,–,–,–,–,–,–,–,–,–
V51,Ocupante de uma caminhonete traumatizado em colisão com u,–,–,–,–,–,–,–,–,–,–,–,–
V52,Ocupante de uma caminhonete traumatizado em colisão com v,–,–,–,–,–,–,–,–,–,–,–,–
V53,Ocupante de uma caminhonete traumatizado em colisão com u,–,–,–,–,–,–,–,–,–,–,–,–
V54,Ocupante de uma caminhonete traumatizado em colisão com u,–,–,–,–,–,–,–,–,–,–,–,–
V55,Ocupante de uma caminhonete traumatizado em colisão com u,–,–,–,–,–,–,–,–,–,–,–,–
V56,Ocupante de uma caminhonete traumatizado em colisão com o,–,–,–,–,–,–,–,–,–,–,–,–
V57,Ocupante de uma caminhonete traumatizado em colisão com u,–,–,–,–,–,–,–,–,–,–,–,–
V58,Ocupante de uma caminhonete traumatizado em um acidente,–,–,–,–,–,–,–,–,–,–,–,–
V59,Ocupante de uma caminhonete traumatizado em outros aciden,–,–,–,–,–,–,–,–,–,–,–,–
V60-V69,Ocupante de um veículo de transporte pesado traumatizad,–,–,–,–,–,–,–,–,–,–,–,–
V60,Ocupante de um veículo de transporte pesado traumatizado em,–,–,–,–,–,–,–,–,–,–,–,–
V61,Ocupante de um veículo de transporte pesado traumatizado em,–,–,–,–,–,–,–,–,–,–,–,–
V62,Ocupante de um veículo de transporte pesado traumatizado em,–,–,–,–,–,–,–,–,–,–,–,–
V63,Ocupante de um veículo de transporte pesado traumatizado em,–,–,–,–,–,–,–,–,–,–,–,–
V64,Ocupante de um veículo de transporte pesado traumatizado em,–,–,–,–,–,–,–,–,–,–,–,–
V65 Ocupante de um veículo de transporte pesado traumatizado em,,–,–,–,–,–,–,–,–,–,–,–,–
V66 Ocupante de um veículo de transporte pesado traumatizado em,,–,–,–,–,–,–,–,–,–,–,–,–
V67 Ocupante de um veículo de transporte pesado traumatizado em,,–,–,–,–,–,–,–,–,–,–,–,–
V68 Ocupante de um veículo de transporte pesado traumatizado em,,–,–,–,–,–,–,–,–,–,–,–,–
V69 Ocupante de um veículo de transporte pesado traumatizado em,,–,–,–,–,–,–,–,–,–,–,–,–
V70-V79 Ocupante de um ônibus traumatizado em um acidente de t,,–,–,–,–,–,–,–,–,–,–,–,–
V70 Ocupante de um ônibus traumatizado em colisão com um pede,,–,–,–,–,–,–,–,–,–,–,–,–
V71 Ocupante de um ônibus traumatizado em colisão com um veíc,,–,–,–,–,–,–,–,–,–,–,–,–
V72 Ocupante de um ônibus traumatizado em colisão com um outro,,–,–,–,–,–,–,–,–,–,–,–,–
V73 Ocupante de um ônibus traumatizado em colisão com um auto,,–,–,–,–,–,–,–,–,–,–,–,–
V74 Ocupante de um ônibus traumatizado em colisão com um veíc,,–,–,–,–,–,–,–,–,–,–,–,–
V75 Ocupante de um ônibus traumatizado em colisão com um trem,,–,–,–,–,–,–,–,–,–,–,–,–
V76 Ocupante de um ônibus traumatizado em colisão com outro ve,,–,–,–,–,–,–,–,–,–,–,–,–
V77 Ocupante de um ônibus traumatizado em colisão com um obje,,–,–,–,–,–,–,–,–,–,–,–,–
V78 Ocupante de um ônibus traumatizado em um acidente de trans,,–,–,–,–,–,–,–,–,–,–,–,–
V79 Ocupante de um ônibus traumatizado em outros acidentes de,,–,–,–,–,–,–,–,–,–,–,–,–
V80-V89 Outros acidentes de transporte terrestre,,–,–,–,–,–,–,–,–,–,–,–,–
V80 Pessoa montada em animal ou ocupante de um veículo a traçã,,–,–,–,–,–,–,–,–,–,–,–,–
V81 Ocupante de um trem [comboio] ou um veículo ferroviário traum,,–,–,–,–,–,–,–,–,–,–,–,–
V82 Ocupante de um bonde [carro elétrico] traumatizado em um ac,,–,–,–,–,–,–,–,–,–,–,–,–
V83 Ocupante de um veículo especial a motor usado principalment,,–,–,–,–,–,–,–,–,–,–,–,–
V84 Ocupante de um veículo especial a motor de uso essencialme,,–,–,–,–,–,–,–,–,–,–,–,–
V85 Ocupante de um veículo a motor especial de construções traum,,–,–,–,–,–,–,–,–,–,–,–,–
V86 Ocupante de um veículo especial para qualquer terreno ou de,,–,–,–,–,–,–,–,–,–,–,–,–
"V87 Acidente de trânsito de tipo especificado, mas sendo desconhe",,–,–,–,–,–,–,–,–,–,–,–,–
"V88 Acidente não-de-trânsito de tipo especificado, mas sendo desc",,–,–,–,–,–,–,–,–,–,–,–,–
"V89 Acidente com um veículo a motor ou não-motorizado, tipo(s) d",,–,–,–,–,–,–,–,–,–,–,–,–
V90-V94 Acidentes de transporte por água,,–,–,–,–,–,–,–,–,–,–,–,–
V90 Acidente com embarcação causando afogamento e submersão,,–,–,–,–,–,–,–,–,–,–,–,–
V91 Acidente com embarcação causando outro tipo de traumatismo,,–,–,–,–,–,–,–,–,–,–,–,–
V92 Afogamento e submersão relacionados com transporte por águ,,–,–,–,–,–,–,–,–,–,–,–,–
"V93 Acidente a bordo de uma embarcação, sem acidente da emba",,–,–,–,–,–,–,–,–,–,–,–,–
V94 Outros acidentes de transporte por água e os não especificado,,–,–,–,–,–,–,–,–,–,–,–,–
V95-V97 Acidentes de transporte aéreo e espacial,,–,–,–,–,–,–,–,–,–,–,–,–
V95 Acidente de aeronave a motor causando traumatismo ao ocup,,–,–,–,–,–,–,–,–,–,–,–,–
V96 Acidente de uma aeronave sem motor causando traumatismo,,–,–,–,–,–,–,–,–,–,–,–,–
V97 Outros acidentes especificados de transporte aéreo,,–,–,–,–,–,–,–,–,–,–,–,–
V98-V99 Outros acidentes de transporte e os não especificados,,–,–,–,–,–,–,–,–,–,–,–,–
V98 Outros acidentes de transporte especificados,,–,–,–,–,–,–,–,–,–,–,–,–
V99 Acidente de transporte não especificado,,–,–,–,–,–,–,–,–,–,–,–,–
W00-X59 Outras causas externas de traumatismos acidentais,,–,–,–,–,–,–,–,–,–,–,–,–
W00-W19Quedas,,–,–,–,–,–,–,–,–,–,–,–,–
W00 Queda no mesmo nível envolvendo gelo e neve,,–,–,–,–,–,–,–,–,–,–,–,–
"W01 Queda no mesmo nível por escorregão, tropeção ou passos em",,–,–,–,–,–,–,–,–,–,–,–,–
"W02 Queda envolvendo patins de rodas ou para gelo, esqui ou pran",,–,–,–,–,–,–,–,–,–,–,–,–
W03 Outras quedas no mesmo nível por colisão com ou empurrão p,,–,–,–,–,–,–,–,–,–,–,–,–
"W04 Queda, enquanto estava sendo carregado ou apoiado por outr",,–,–,–,–,–,–,–,–,–,–,–,–
W05 Queda envolvendo uma cadeira de rodas,,–,–,–,–,–,–,–,–,–,–,–,–
W06 Queda de um leito,,–,–,–,–,–,–,–,–,–,–,–,–
W07 Queda de uma cadeira,,–,–,–,–,–,–,–,–,–,–,–,–
W08 Queda de outro tipo de mobília,,–,–,–,–,–,–,–,–,–,–,–,–
"W09 Queda envolvendo equipamento de ""playground""",,–,–,–,–,–,–,–,–,–,–,–,–
W10 Queda em ou de escadas ou degraus,,–,–,–,–,–,–,–,–,–,–,–,–
W11 Queda em ou de escadas de mão,,–,–,–,–,–,–,–,–,–,–,–,–
W12 Queda em ou de um andaime,,–,–,–,–,–,–,–,–,–,–,–,–
W13 Queda de ou para fora de edifícios ou outras estruturas,,–,–,–,–,–,–,–,–,–,–,–,–
W14 Queda de árvore,,–,–,–,–,–,–,–,–,–,–,–,–
W15 Queda de penhasco,,–,–,–,–,–,–,–,–,–,–,–,–
W16 Mergulho ou pulo na água causando outro traumatismo que nã,,–,–,–,–,–,–,–,–,–,–,–,–
W17 Outras quedas de um nível a outro,,–,–,–,–,–,–,–,–,–,–,–,–
W18 Outras quedas no mesmo nível,,–,–,–,–,–,–,–,–,–,–,–,–
W19 Queda sem especificação,,–,–,–,–,–,–,–,–,–,–,–,–
W20-W49Exposição a forças mecânicas inanimadas,,–,–,–,–,–,–,–,–,–,–,–,–
"W20 Impacto causado por objeto lançado, projetado ou em queda",,–,–,–,–,–,–,–,–,–,–,–,–
W21 Impacto acidental ativo ou passivo causado por equipamento e,,–,–,–,–,–,–,–,–,–,–,–,–
W22 Impacto acidental ativo ou passivo causado por outros objetos,,–,–,–,–,–,–,–,–,–,–,–,–
"W23 Apertado, colhido, comprimido ou esmagado dentro de ou entr",,–,–,–,–,–,–,–,–,–,–,–,–
"W24 Contato com elevadores e instrumentos de transmissão, não c",,–,–,–,–,–,–,–,–,–,–,–,–
W25 Contato com vidro cortante,,–,–,–,–,–,–,–,–,–,–,–,–
"W26 Contato com faca, espada e punhal",,–,–,–,–,–,–,–,–,–,–,–,–
W27 Contato com ferramentas manuais sem motor,,–,–,–,–,–,–,–,–,–,–,–,–
W28 Contato com segadeira motorizada para cortar ou aparar a gra,,–,–,–,–,–,–,–,–,–,–,–,–
W29 Contato com outros utensílios manuais e aparelhos doméstico,,–,–,–,–,–,–,–,–,–,–,–,–
W30 Contato com maquinaria agrícola,,–,–,–,–,–,–,–,–,–,–,–,–
W31 Contato com outras máquinas e com as não especificadas,,–,–,–,–,–,–,–,–,–,–,–,–
W32 Projétil de revólver,,–,–,–,–,–,–,–,–,–,–,–,–
"W33 Rifle, espingarda e armas de fogo de maior tamanho",,–,–,–,–,–,–,–,–,–,–,–,–
W34 Projéteis de outras armas de fogo e das não especificadas,,–,–,–,–,–,–,–,–,–,–,–,–
W35 Explosão ou ruptura de caldeira,,–,–,–,–,–,–,–,–,–,–,–,–
W36 Explosão ou ruptura de cilindro de gás,,–,–,–,–,–,–,–,–,–,–,–,–
"W37 Explosão ou ruptura de pneumático, tubulação ou mangueira,",,–,–,–,–,–,–,–,–,–,–,–,–
W38 Explosão ou ruptura de outros aparelhos pressurizados especi,,–,–,–,–,–,–,–,–,–,–,–,–
W39 Queima de fogos de artifício,,–,–,–,–,–,–,–,–,–,–,–,–
W40 Explosão de outros materiais,,–,–,–,–,–,–,–,–,–,–,–,–
W41 Exposição a um jato de alta pressão,,–,–,–,–,–,–,–,–,–,–,–,–
W42 Exposição ao ruído,,–,–,–,–,–,–,–,–,–,–,–,–
W43 Exposição à vibração,,–,–,–,–,–,–,–,–,–,–,–,–
W44 Penetração de corpo estranho no ou através de olho ou orifício,,–,–,–,–,–,–,–,–,–,–,–,–
W45 Penetração de corpo ou objeto estranho através da pele,,–,–,–,–,–,–,–,–,–,–,–,–
W49 Exposição a outras forças mecânicas inanimadas e às não esp,,–,–,–,–,–,–,–,–,–,–,–,–
W50-W64Exposição a forças mecânicas animadas,,–,–,–,–,–,–,–,–,–,–,–,–
"W50 Golpe, pancada, pontapé, mordedura ou escoriação infligidos",,–,–,–,–,–,–,–,–,–,–,–,–
W51 Colisão entre duas pessoas,,–,–,–,–,–,–,–,–,–,–,–,–
"W52 Esmagado, empurrado ou pisoteado por multidão ou debandad",,–,–,–,–,–,–,–,–,–,–,–,–
W53 Mordedura de rato,,–,–,–,–,–,–,–,–,–,–,–,–
W54 Mordedura ou golpe provocado por cão,,–,–,–,–,–,–,–,–,–,–,–,–
W55 Mordedura ou golpe provocado por outros animais mamíferos,,–,–,–,–,–,–,–,–,–,–,–,–
W56 Contato com animais marinhos,,–,–,–,–,–,–,–,–,–,–,–,–
"W57 Mordeduras e picadas de inseto e de outros artrópodes, não-v",,–,–,–,–,–,–,–,–,–,–,–,–
W58 Mordedura ou golpe provocado por crocodilo ou aligator,,–,–,–,–,–,–,–,–,–,–,–,–
W59 Mordedura ou esmagamento provocado por outros répteis,,–,–,–,–,–,–,–,–,–,–,–,–
W60 Contato com espinhos de plantas ou com folhas aguçadas,,–,–,–,–,–,–,–,–,–,–,–,–
W64 Exposição a outras forças mecânicas animadas e às não espe,,–,–,–,–,–,–,–,–,–,–,–,–
W65-W74Afogamento e submersão acidentais,,–,–,–,–,–,–,–,–,–,–,–,–
W65 Afogamento e submersão durante banho em banheira,,–,–,–,–,–,–,–,–,–,–,–,–
W66 Afogamento e submersão consecutiva a queda dentro de uma,,–,–,–,–,–,–,–,–,–,–,–,–
W67 Afogamento e submersão em piscina,,–,–,–,–,–,–,–,–,–,–,–,–
W68 Afogamento e submersão conseqüente a queda dentro de uma,,–,–,–,–,–,–,–,–,–,–,–,–
W69 Afogamento e submersão em águas naturais,,–,–,–,–,–,–,–,–,–,–,–,–
W70 Afogamento e submersão conseqüentes a queda dentro de ág,,–,–,–,–,–,–,–,–,–,–,–,–
W73 Outros afogamentos e submersão especificados,,–,–,–,–,–,–,–,–,–,–,–,–
W74 Afogamento e submersão não especificados,,–,–,–,–,–,–,–,–,–,–,–,–
W75-W84Outros riscos acidentais à respiração,–,–,–,–,–,–,–,–,–,–,–,–
W75 Sufocação e estrangulamento acidental na cama,–,–,–,–,–,–,–,–,–,–,–,–
W76 Outro enforcamento e estrangulamento acidental,–,–,–,–,–,–,–,–,–,–,–,–
"W77 Risco a respiração devido a desmoronamento, queda de terra",–,–,–,–,–,–,–,–,–,–,–,–
W78 Inalação do conteúdo gástrico,–,–,–,–,–,–,–,–,–,–,–,–
W79 Inalação e ingestão de alimentos causando obstrução do trato,–,–,–,–,–,–,–,–,–,–,–,–
W80 Inalação e ingestão de outros objetos causando obstrução do t,–,–,–,–,–,–,–,–,–,–,–,–
W81 Confinado ou aprisionado em um ambiente pobre em oxigênio,–,–,–,–,–,–,–,–,–,–,–,–
W83 Outros riscos especificados à respiração,–,–,–,–,–,–,–,–,–,–,–,–
W84 Riscos não especificados à respiração,–,–,–,–,–,–,–,–,–,–,–,–
"W85-W99Exposição à corrente elétrica, à radiação e às temperatura",–,–,–,–,–,–,–,–,–,–,–,–
W85 Exposição a linhas de transmissão de corrente elétrica,–,–,–,–,–,–,–,–,–,–,–,–
W86 Exposição a outra corrente elétrica especificada,–,–,–,–,–,–,–,–,–,–,–,–
W87 Exposição a corrente elétrica não especificada,–,–,–,–,–,–,–,–,–,–,–,–
W88 Exposição a radiação ionizante,–,–,–,–,–,–,–,–,–,–,–,–
W89 Exposição a fontes luminosas artificais visíveis ou à luz ultravio,–,–,–,–,–,–,–,–,–,–,–,–
W90 Exposição a outros tipos de radiação não-ionizante,–,–,–,–,–,–,–,–,–,–,–,–
W91 Exposição a tipo não especificado de radiação,–,–,–,–,–,–,–,–,–,–,–,–
W92 Exposição a um calor excessivo de origem artificial,–,–,–,–,–,–,–,–,–,–,–,–
W93 Exposição a um frio excessivo de origem artificial,–,–,–,–,–,–,–,–,–,–,–,–
"W94 Exposição a alta, baixa e a variações da pressão atmosférica",–,–,–,–,–,–,–,–,–,–,–,–
W99 Exposição a outros fatores ambientais artificiais e aos não esp,–,–,–,–,–,–,–,–,–,–,–,–
"X00-X09 Exposição ao fumo, ao fogo e às chamas",–,–,–,–,–,–,–,–,–,–,–,–
X00 Exposição a fogo não-controlado em um edifício ou outro tipo d,–,–,–,–,–,–,–,–,–,–,–,–
X01 Exposição a fogo não-controlado fora de um edifício ou de out,–,–,–,–,–,–,–,–,–,–,–,–
X02 Exposição a fogo controlado em um edifício ou outro tipo de co,–,–,–,–,–,–,–,–,–,–,–,–
X03 Exposição a fogo controlado fora de um edifício ou de outro tip,–,–,–,–,–,–,–,–,–,–,–,–
X04 Exposição a combustão de substância muito inflamável,–,–,–,–,–,–,–,–,–,–,–,–
X05 Exposição a combustão de roupa de dormir,–,–,–,–,–,–,–,–,–,–,–,–
X06 Exposição a combustão de outro tipo de roupa ou de acessório,–,–,–,–,–,–,–,–,–,–,–,–
"X08 Exposição a outro tipo especificado de fumos, fogo ou chamas",–,–,–,–,–,–,–,–,–,–,–,–
"X09 Exposição a tipo não especificado de fumos, fogo ou chamas",–,–,–,–,–,–,–,–,–,–,–,–
X10-X19 Contato com uma fonte de calor ou com substâncias quen,–,–,–,–,–,–,–,–,–,–,–,–
"X10 Contato com bebidas, alimentos, gordura e óleo de cozinha qu",–,–,–,–,–,–,–,–,–,–,–,–
X11 Contato com água corrente quente de torneira,–,–,–,–,–,–,–,–,–,–,–,–
X12 Contato com outros líquidos quentes,–,–,–,–,–,–,–,–,–,–,–,–
X13 Contato com vapor d'água e com vapores quentes,–,–,–,–,–,–,–,–,–,–,–,–
X14 Contato com ar e gases quentes,–,–,–,–,–,–,–,–,–,–,–,–
X15 Contato com aparelhos domésticos quentes,–,–,–,–,–,–,–,–,–,–,–,–
"X16 Contato com aquecedores, radiadores e tubulação",–,–,–,–,–,–,–,–,–,–,–,–
"X17 Contato com motores, máquinas e ferramentos quentes",–,–,–,–,–,–,–,–,–,–,–,–
X18 Contato com outros metais quentes,–,–,–,–,–,–,–,–,–,–,–,–
X19 Contato com outras fontes de calor ou com substâncias quente,–,–,–,–,–,–,–,–,–,–,–,–
X20-X29 Contato com animais e plantas venenosos,–,–,–,–,–,–,–,–,–,–,–,–
X20 Contato com serpentes e lagartos venenosos,–,–,–,–,–,–,–,–,–,–,–,–
X21 Contato com aranhas venenosas,–,–,–,–,–,–,–,–,–,–,–,–
X22 Contato com escorpiões,–,–,–,–,–,–,–,–,–,–,–,–
"X23 Contato com abelhas, vespas e vespões",–,–,–,–,–,–,–,–,–,–,–,–
X24 Contato com centopéias e miríapodes venenosas (tropicais),–,–,–,–,–,–,–,–,–,–,–,–
X25 Contato com outros artrópodes venenosos especificados,–,–,–,–,–,–,–,–,–,–,–,–
X26 Contato com animais e plantas marinhos venenosos,–,–,–,–,–,–,–,–,–,–,–,–
X27 Contato com outros animais venenosos especificados,–,–,–,–,–,–,–,–,–,–,–,–
X28 Contato com outras plantas venenosas especificadas,–,–,–,–,–,–,–,–,–,–,–,–
"X29 Contato com animais ou plantas venenosos, sem especificaçã",–,–,–,–,–,–,–,–,–,–,–,–
X30-X39 Exposição às forças da natureza,–,–,–,–,–,–,–,–,–,–,–,–
X30 Exposição a calor natural excessivo,–,–,–,–,–,–,–,–,–,–,–,–
X31,Exposição a frio natural excessivo,–,–,–,–,–,–,–,–,–,–,–,–
X32,Exposição à luz solar,–,–,–,–,–,–,–,–,–,–,–,–
X33,Vítima de raio,–,–,–,–,–,–,–,–,–,–,–,–
X34,Vítima de terremoto,–,–,–,–,–,–,–,–,–,–,–,–
X35,Vítima de erupção vulcânica,–,–,–,–,–,–,–,–,–,–,–,–
X36,"Vítima de avalanche, desabamento de terra e outros movimen",–,–,–,–,–,–,–,–,–,–,–,–
X37,Vítima de tempestade cataclísmica,–,–,–,–,–,–,–,–,–,–,–,–
X38,Vítima de inundação,–,–,–,–,–,–,–,–,–,–,–,–
X39,Exposição a outras forças da natureza e às não especificadas,–,–,–,–,–,–,–,–,–,–,–,–
X40-X49,Envenenamento [intoxicação] acidental por e exposição à,–,–,–,–,–,–,–,–,–,–,–,–
X40,Envenenamento [intoxicação] acidental por e exposição a anal,–,–,–,–,–,–,–,–,–,–,–,–
X41,Envenenamento [intoxicação] acidental por e exposição a antic,–,–,–,–,–,–,–,–,–,–,–,–
X42,Envenenamento [intoxicação] acidental por e exposição a narc,–,–,–,–,–,–,–,–,–,–,–,–
X43,Envenenamento [intoxicação] acidental por e exposição a outr,–,–,–,–,–,–,–,–,–,–,–,–
X44,Envenenamento [intoxicação] acidental por e exposição a outr,–,–,–,–,–,–,–,–,–,–,–,–
X45,Envenenamento [intoxicação] acidental por e exposição ao álc,–,–,–,–,–,–,–,–,–,–,–,–
X46,Envenenamento [intoxicação] acidental por e exposição a solv,–,–,–,–,–,–,–,–,–,–,–,–
X47,Intoxicação acidental por e exposição a outros gases e vapore,–,–,–,–,–,–,–,–,–,–,–,–
X48,Envenenamento [intoxicação] acidental por e exposição a pest,–,–,–,–,–,–,–,–,–,–,–,–
X49,Envenenamento [intoxicação] acidental por e exposição a outr,–,–,–,–,–,–,–,–,–,–,–,–
X50-X57,"Excesso de esforços, viagens e privações",–,–,–,–,–,–,–,–,–,–,–,–
X50,Excesso de exercícios e movimentos vigorosos ou repetitivos,–,–,–,–,–,–,–,–,–,–,–,–
X51,Viagem e movimento,–,–,–,–,–,–,–,–,–,–,–,–
X52,Estadia prolongada em ambiente agravitacional,–,–,–,–,–,–,–,–,–,–,–,–
X53,Falta de alimento,–,–,–,–,–,–,–,–,–,–,–,–
X54,Falta de água,–,–,–,–,–,–,–,–,–,–,–,–
X57,Privação não especificada,–,–,–,–,–,–,–,–,–,–,–,–
X58-X59,Exposição acidental a outros fatores e aos não especificad,–,–,–,–,–,–,–,–,–,–,–,–
X58,Exposição a outros fatores especificados,–,–,–,–,–,–,–,–,–,–,–,–
X59,Exposição a fatores não especificados,–,–,–,–,–,–,–,–,–,–,–,–
X60-X84,Lesões autoprovocadas intencionalmente,–,–,–,–,–,–,–,–,–,–,–,–
X60,"Auto-intoxicação por e exposição, intencional, a analgésicos, a",–,–,–,–,–,–,–,–,–,–,–,–
X61,"Auto-intoxicação por e exposição, intencional, a drogas anticon",–,–,–,–,–,–,–,–,–,–,–,–
X62,"Auto-intoxicação por e exposição, intencional, a narcóticos e p",–,–,–,–,–,–,–,–,–,–,–,–
X63,"Auto-intoxicação por e exposição, intencional, a outras substân",–,–,–,–,–,–,–,–,–,–,–,–
X64,"Auto-intoxicação por e exposição, intencional, a outras drogas",–,–,–,–,–,–,–,–,–,–,–,–
X65,Auto-intoxicação voluntária por álcool,–,–,–,–,–,–,–,–,–,–,–,–
X66,"Auto-intoxicação intencional por solventes orgânicos, hidrocarb",–,–,–,–,–,–,–,–,–,–,–,–
X67,Auto-intoxicação intencional por outros gases e vapores,–,–,–,–,–,–,–,–,–,–,–,–
X68,"Auto-intoxicação por e exposição, intencional, a pesticidas",–,–,–,–,–,–,–,–,–,–,–,–
X69,"Auto-intoxicação por e exposição, intencional, a outros produto",–,–,–,–,–,–,–,–,–,–,–,–
X70,"Lesão autoprovocada intencionalmente por enforcamento, estr",–,–,–,–,–,–,–,–,–,–,–,–
X71,Lesão autoprovocada intencionalmente por afogamento e subm,–,–,–,–,–,–,–,–,–,–,–,–
X72,Lesão autoprovocada intencionalmente por disparo de arma de,–,–,–,–,–,–,–,–,–,–,–,–
X73,Lesão autoprovocada intencionalmente por disparo de espinga,–,–,–,–,–,–,–,–,–,–,–,–
X74,Lesão autoprovocada intencionalmente por disparo de outra ar,–,–,–,–,–,–,–,–,–,–,–,–
X75,Lesão autoprovocada intencionalmente por dispositivos explos,–,–,–,–,–,–,–,–,–,–,–,–
X76,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo",–,–,–,–,–,–,–,–,–,–,–,–
X77,"Lesão autoprovocada intencionalmente por vapor de água, gas",–,–,–,–,–,–,–,–,–,–,–,–
X78,Lesão autoprovocada intencionalmente por objeto cortante ou,–,–,–,–,–,–,–,–,–,–,–,–
X79,Lesão autoprovocada intencionalmente por objeto contundente,–,–,–,–,–,–,–,–,–,–,–,–
X80,Lesão autoprovocada intencionalmente por precipitação de um,–,–,–,–,–,–,–,–,–,–,–,–
X81,Lesão autoprovocada intencionalmente por precipitação ou pe,–,–,–,–,–,–,–,–,–,–,–,–
X82,Lesão autoprovocada intencionalmente por impacto de um veí,–,–,–,–,–,–,–,–,–,–,–,–
X83,Lesão autoprovocada intencionalmente por outros meios espe,–,–,–,–,–,–,–,–,–,–,–,–
X84,Lesão autoprovocada intencionalmente por meios não especifi,–,–,–,–,–,–,–,–,–,–,–,–
X85-Y09,Agressões,–,–,–,–,–,–,–,–,–,–,–,–
X85,"Agressão por meio de drogas, medicamentos e substâncias bi",–,–,–,–,–,–,–,–,–,–,–,–
X86,Agressão por meio de substâncias corrosivas,–,–,–,–,–,–,–,–,–,–,–,–
